device_ip,pin,timestamp
192.168.1.42,173,2024-11-14T07:21:30+00:00
192.168.1.42,1662,2024-11-14T07:23:00+00:00
192.168.1.42,1271,2024-11-14T07:48:28+00:00
192.168.1.42,1188,2024-11-14T07:57:40+00:00
192.168.1.42,1462,2024-11-14T07:58:27+00:00
192.168.1.42,933,2024-11-14T08:05:51+00:00
192.168.1.42,1086,2024-11-14T08:06:53+00:00
192.168.1.42,1155,2024-11-14T08:06:57+00:00
192.168.1.42,245,2024-11-14T08:07:03+00:00
192.168.1.42,951,2024-11-14T08:19:53+00:00
192.168.1.42,1689,2024-11-14T08:31:33+00:00
192.168.1.42,1634,2024-11-14T08:42:46+00:00
192.168.1.42,244,2024-11-14T09:10:39+00:00
192.168.1.42,106,2024-11-14T09:24:53+00:00
192.168.1.42,1634,2024-11-14T10:56:26+00:00
192.168.1.42,1106,2024-11-14T12:29:55+00:00
192.168.1.42,528,2024-11-14T13:33:41+00:00
192.168.1.42,528,2024-11-14T15:05:41+00:00
192.168.1.42,1689,2024-11-14T15:08:42+00:00
192.168.1.42,1155,2024-11-14T16:02:55+00:00
192.168.1.42,1086,2024-11-14T16:03:01+00:00
192.168.1.42,1086,2024-11-14T16:03:10+00:00
192.168.1.42,933,2024-11-14T16:03:41+00:00
192.168.1.42,173,2024-11-14T16:04:11+00:00
192.168.1.42,1188,2024-11-14T16:04:28+00:00
192.168.1.42,1060,2024-11-14T16:04:35+00:00
192.168.1.42,951,2024-11-14T16:31:08+00:00
192.168.1.42,244,2024-11-14T17:20:36+00:00
192.168.1.42,1106,2024-11-14T19:24:48+00:00
192.168.1.42,528,2024-11-14T19:53:00+00:00
192.168.1.42,173,2024-11-15T06:42:57+00:00
192.168.1.42,1060,2024-11-15T07:17:00+00:00
192.168.1.42,1271,2024-11-15T07:17:04+00:00
192.168.1.42,933,2024-11-15T07:44:58+00:00
192.168.1.42,1188,2024-11-15T08:03:04+00:00
192.168.1.42,1086,2024-11-15T08:13:09+00:00
192.168.1.42,1155,2024-11-15T08:17:38+00:00
192.168.1.42,951,2024-11-15T08:26:14+00:00
192.168.1.42,245,2024-11-15T08:28:43+00:00
192.168.1.42,1689,2024-11-15T08:31:00+00:00
192.168.1.42,1634,2024-11-15T09:07:50+00:00
192.168.1.42,244,2024-11-15T09:10:15+00:00
192.168.1.42,1616,2024-11-15T09:11:50+00:00
192.168.1.42,106,2024-11-15T13:09:10+00:00
192.168.1.42,162,2024-11-15T13:40:22+00:00
192.168.1.42,528,2024-11-15T13:47:37+00:00
192.168.1.42,1689,2024-11-15T15:33:59+00:00
192.168.1.42,1634,2024-11-15T16:00:06+00:00
192.168.1.42,1155,2024-11-15T16:03:34+00:00
192.168.1.42,1086,2024-11-15T16:07:55+00:00
192.168.1.42,1060,2024-11-15T16:21:54+00:00
192.168.1.42,933,2024-11-15T16:25:09+00:00
192.168.1.42,244,2024-11-15T17:37:27+00:00
192.168.1.42,1616,2024-11-15T18:04:38+00:00
192.168.1.42,528,2024-11-15T19:57:05+00:00
192.168.1.42,1602,2024-11-16T07:06:04+00:00
192.168.1.42,1662,2024-11-16T07:30:35+00:00
192.168.1.42,933,2024-11-16T07:40:35+00:00
192.168.1.42,245,2024-11-16T08:27:37+00:00
192.168.1.42,1689,2024-11-16T08:27:48+00:00
192.168.1.42,1060,2024-11-16T08:40:14+00:00
192.168.1.42,1634,2024-11-16T08:52:44+00:00
192.168.1.42,1616,2024-11-16T09:11:05+00:00
192.168.1.42,528,2024-11-16T13:50:10+00:00
192.168.1.42,1634,2024-11-16T14:00:55+00:00
192.168.1.42,1689,2024-11-16T14:19:01+00:00
192.168.1.42,1616,2024-11-16T16:04:04+00:00
192.168.1.42,528,2024-11-16T19:33:19+00:00
192.168.1.42,1271,2024-11-19T07:12:52+00:00
192.168.1.42,1662,2024-11-19T07:21:56+00:00
192.168.1.42,1462,2024-11-19T08:00:09+00:00
192.168.1.42,1188,2024-11-19T08:00:28+00:00
192.168.1.42,1086,2024-11-19T08:01:10+00:00
192.168.1.42,1155,2024-11-19T08:06:44+00:00
192.168.1.42,1616,2024-11-19T08:11:00+00:00
192.168.1.42,1689,2024-11-19T08:28:26+00:00
192.168.1.42,244,2024-11-19T09:03:14+00:00
192.168.1.42,106,2024-11-19T09:28:43+00:00
192.168.1.42,1106,2024-11-19T12:34:41+00:00
192.168.1.42,528,2024-11-19T13:07:40+00:00
192.168.1.42,162,2024-11-19T13:33:30+00:00
192.168.1.42,1689,2024-11-19T15:32:01+00:00
192.168.1.42,933,2024-11-19T16:03:20+00:00
192.168.1.42,1188,2024-11-19T16:03:32+00:00
192.168.1.42,1155,2024-11-19T16:06:45+00:00
192.168.1.42,1086,2024-11-19T16:06:54+00:00
192.168.1.42,951,2024-11-19T16:18:56+00:00
192.168.1.42,244,2024-11-19T17:21:48+00:00
192.168.1.42,528,2024-11-19T19:27:12+00:00
192.168.1.42,1662,2024-11-20T07:24:07+00:00
192.168.1.42,1155,2024-11-20T07:52:25+00:00
192.168.1.42,933,2024-11-20T08:01:36+00:00
192.168.1.42,1188,2024-11-20T08:01:42+00:00
192.168.1.42,1086,2024-11-20T08:06:57+00:00
192.168.1.42,245,2024-11-20T08:19:16+00:00
192.168.1.42,951,2024-11-20T08:19:27+00:00
192.168.1.42,1271,2024-11-20T08:39:09+00:00
192.168.1.42,1689,2024-11-20T08:46:12+00:00
192.168.1.42,244,2024-11-20T09:03:36+00:00
192.168.1.42,244,2024-11-20T09:08:42+00:00
192.168.1.42,106,2024-11-20T09:24:59+00:00
192.168.1.42,1634,2024-11-20T11:11:50+00:00
192.168.1.42,162,2024-11-20T13:23:09+00:00
192.168.1.42,528,2024-11-20T13:47:25+00:00
192.168.1.42,1689,2024-11-20T15:31:10+00:00
192.168.1.42,1634,2024-11-20T16:00:04+00:00
192.168.1.42,933,2024-11-20T16:02:43+00:00
192.168.1.42,1188,2024-11-20T16:05:29+00:00
192.168.1.42,1155,2024-11-20T16:08:00+00:00
192.168.1.42,1086,2024-11-20T16:08:17+00:00
192.168.1.42,1249,2024-11-20T16:19:05+00:00
192.168.1.42,951,2024-11-20T16:23:11+00:00
192.168.1.42,106,2024-11-20T17:20:51+00:00
192.168.1.42,244,2024-11-20T17:37:20+00:00
192.168.1.42,528,2024-11-20T19:56:41+00:00
192.168.1.42,1249,2024-11-21T07:11:18+00:00
192.168.1.42,1271,2024-11-21T07:11:22+00:00
192.168.1.42,933,2024-11-21T07:51:49+00:00
192.168.1.42,1086,2024-11-21T08:04:37+00:00
192.168.1.42,1155,2024-11-21T08:14:09+00:00
192.168.1.42,245,2024-11-21T08:15:07+00:00
192.168.1.42,1188,2024-11-21T08:15:46+00:00
192.168.1.42,1689,2024-11-21T08:23:08+00:00
192.168.1.42,1634,2024-11-21T08:52:45+00:00
192.168.1.42,1662,2024-11-21T08:57:45+00:00
192.168.1.42,1060,2024-11-21T08:58:12+00:00
192.168.1.42,244,2024-11-21T09:00:04+00:00
192.168.1.42,106,2024-11-21T09:00:51+00:00
192.168.1.42,1106,2024-11-21T12:03:42+00:00
192.168.1.42,162,2024-11-21T13:26:59+00:00
192.168.1.42,528,2024-11-21T13:36:33+00:00
192.168.1.42,951,2024-11-21T15:12:38+00:00
192.168.1.42,1689,2024-11-21T15:44:37+00:00
192.168.1.42,1155,2024-11-21T16:00:34+00:00
192.168.1.42,1634,2024-11-21T16:00:50+00:00
192.168.1.42,1188,2024-11-21T16:02:22+00:00
192.168.1.42,1086,2024-11-21T16:05:32+00:00
192.168.1.42,1060,2024-11-21T16:06:00+00:00
192.168.1.42,933,2024-11-21T16:10:14+00:00
192.168.1.42,1249,2024-11-21T16:26:33+00:00
192.168.1.42,1616,2024-11-21T17:09:33+00:00
192.168.1.42,244,2024-11-21T17:57:43+00:00
192.168.1.42,528,2024-11-21T19:19:53+00:00
192.168.1.42,1106,2024-11-21T19:29:24+00:00
192.168.1.42,244,2024-11-22T07:09:40+00:00
192.168.1.42,933,2024-11-22T07:09:50+00:00
192.168.1.42,1662,2024-11-22T07:28:50+00:00
192.168.1.42,245,2024-11-22T08:05:39+00:00
192.168.1.42,1271,2024-11-22T08:06:02+00:00
192.168.1.42,1188,2024-11-22T08:06:19+00:00
192.168.1.42,1462,2024-11-22T08:08:25+00:00
192.168.1.42,1155,2024-11-22T08:10:27+00:00
192.168.1.42,1086,2024-11-22T08:11:30+00:00
192.168.1.42,1616,2024-11-22T08:22:29+00:00
192.168.1.42,1634,2024-11-22T08:25:55+00:00
192.168.1.42,951,2024-11-22T08:27:50+00:00
192.168.1.42,1689,2024-11-22T08:33:05+00:00
192.168.1.42,106,2024-11-22T09:41:23+00:00
192.168.1.42,1106,2024-11-22T10:11:57+00:00
192.168.1.42,162,2024-11-22T13:30:15+00:00
192.168.1.42,528,2024-11-22T13:39:12+00:00
192.168.1.42,1476,2024-11-22T15:08:19+00:00
192.168.1.42,1519,2024-11-22T15:09:59+00:00
192.168.1.42,1689,2024-11-22T15:42:03+00:00
192.168.1.42,1155,2024-11-22T16:01:25+00:00
192.168.1.42,1634,2024-11-22T16:02:13+00:00
192.168.1.42,933,2024-11-22T16:02:22+00:00
192.168.1.42,1060,2024-11-22T16:03:54+00:00
192.168.1.42,1188,2024-11-22T16:04:07+00:00
192.168.1.42,1249,2024-11-22T16:10:43+00:00
192.168.1.42,951,2024-11-22T16:41:12+00:00
192.168.1.42,1086,2024-11-22T17:04:49+00:00
192.168.1.42,244,2024-11-22T17:24:03+00:00
192.168.1.42,1271,2024-11-22T17:27:41+00:00
192.168.1.42,1616,2024-11-22T18:39:55+00:00
192.168.1.42,1106,2024-11-22T19:20:39+00:00
192.168.1.42,528,2024-11-22T19:34:59+00:00
192.168.1.42,1271,2024-11-23T07:24:31+00:00
192.168.1.42,1519,2024-11-23T07:55:05+00:00
192.168.1.42,1086,2024-11-23T08:04:26+00:00
192.168.1.42,245,2024-11-23T08:04:32+00:00
192.168.1.42,1155,2024-11-23T08:07:30+00:00
192.168.1.42,1476,2024-11-23T08:16:44+00:00
192.168.1.42,1634,2024-11-23T08:28:24+00:00
192.168.1.42,1689,2024-11-23T08:55:24+00:00
192.168.1.42,244,2024-11-23T08:57:02+00:00
192.168.1.42,1106,2024-11-23T12:26:02+00:00
192.168.1.42,1519,2024-11-23T13:50:53+00:00
192.168.1.42,1634,2024-11-23T14:00:02+00:00
192.168.1.42,1086,2024-11-23T14:08:00+00:00
192.168.1.42,1155,2024-11-23T14:08:11+00:00
192.168.1.42,162,2024-11-23T14:19:21+00:00
192.168.1.42,528,2024-11-23T14:19:30+00:00
192.168.1.42,244,2024-11-23T16:01:05+00:00
192.168.1.42,1689,2024-11-23T16:07:26+00:00
192.168.1.42,1616,2024-11-23T17:13:13+00:00
192.168.1.42,1106,2024-11-23T19:07:48+00:00
192.168.1.42,528,2024-11-23T19:15:55+00:00
192.168.1.42,1271,2024-11-25T07:14:57+00:00
192.168.1.42,1662,2024-11-25T07:21:40+00:00
192.168.1.42,933,2024-11-25T07:26:37+00:00
192.168.1.42,1462,2024-11-25T08:00:00+00:00
192.168.1.42,1086,2024-11-25T08:00:09+00:00
192.168.1.42,1616,2024-11-25T08:05:14+00:00
192.168.1.42,1188,2024-11-25T08:10:35+00:00
192.168.1.42,1155,2024-11-25T08:11:34+00:00
192.168.1.42,951,2024-11-25T08:18:04+00:00
192.168.1.42,173,2024-11-25T08:23:49+00:00
192.168.1.42,1689,2024-11-25T08:31:42+00:00
192.168.1.42,245,2024-11-25T08:53:16+00:00
192.168.1.42,1634,2024-11-25T09:01:34+00:00
192.168.1.42,244,2024-11-25T09:13:02+00:00
192.168.1.42,106,2024-11-25T09:20:21+00:00
192.168.1.42,528,2024-11-25T10:48:06+00:00
192.168.1.42,1689,2024-11-25T15:53:28+00:00
192.168.1.42,1155,2024-11-25T16:00:58+00:00
192.168.1.42,1086,2024-11-25T16:01:03+00:00
192.168.1.42,1060,2024-11-25T16:11:30+00:00
192.168.1.42,173,2024-11-25T16:13:35+00:00
192.168.1.42,933,2024-11-25T16:13:51+00:00
192.168.1.42,1188,2024-11-25T16:13:54+00:00
192.168.1.42,951,2024-11-25T16:24:01+00:00
192.168.1.42,1616,2024-11-25T17:17:51+00:00
192.168.1.42,244,2024-11-25T17:39:54+00:00
192.168.1.42,106,2024-11-25T17:43:58+00:00
192.168.1.42,528,2024-11-25T20:31:51+00:00
192.168.1.42,1662,2024-11-26T07:21:15+00:00
192.168.1.42,106,2024-11-26T07:32:17+00:00
192.168.1.42,1462,2024-11-26T07:55:32+00:00
192.168.1.42,1188,2024-11-26T07:58:33+00:00
192.168.1.42,1086,2024-11-26T07:58:47+00:00
192.168.1.42,173,2024-11-26T08:05:42+00:00
192.168.1.42,1155,2024-11-26T08:07:17+00:00
192.168.1.42,933,2024-11-26T08:10:08+00:00
192.168.1.42,245,2024-11-26T08:10:18+00:00
192.168.1.42,1616,2024-11-26T08:11:02+00:00
192.168.1.42,951,2024-11-26T08:14:56+00:00
192.168.1.42,1689,2024-11-26T08:24:12+00:00
192.168.1.42,244,2024-11-26T09:12:04+00:00
192.168.1.42,1634,2024-11-26T09:46:38+00:00
192.168.1.42,1106,2024-11-26T12:18:41+00:00
192.168.1.42,162,2024-11-26T12:56:45+00:00
192.168.1.42,528,2024-11-26T13:45:01+00:00
192.168.1.42,1689,2024-11-26T15:33:10+00:00
192.168.1.42,1634,2024-11-26T16:01:24+00:00
192.168.1.42,933,2024-11-26T16:04:27+00:00
192.168.1.42,173,2024-11-26T16:04:40+00:00
192.168.1.42,1188,2024-11-26T16:05:21+00:00
192.168.1.42,1155,2024-11-26T16:05:26+00:00
192.168.1.42,1086,2024-11-26T16:05:31+00:00
192.168.1.42,1249,2024-11-26T16:36:53+00:00
192.168.1.42,951,2024-11-26T16:37:34+00:00
192.168.1.42,106,2024-11-26T17:18:44+00:00
192.168.1.42,244,2024-11-26T17:28:07+00:00
192.168.1.42,1616,2024-11-26T17:36:43+00:00
192.168.1.42,528,2024-11-26T20:28:05+00:00
192.168.1.42,1271,2024-11-27T07:15:10+00:00
192.168.1.42,173,2024-11-27T07:25:27+00:00
192.168.1.42,933,2024-11-27T07:25:39+00:00
192.168.1.42,1616,2024-11-27T07:44:03+00:00
192.168.1.42,1662,2024-11-27T07:49:39+00:00
192.168.1.42,1462,2024-11-27T07:59:03+00:00
192.168.1.42,1188,2024-11-27T07:59:16+00:00
192.168.1.42,106,2024-11-27T08:04:56+00:00
192.168.1.42,1086,2024-11-27T08:11:12+00:00
192.168.1.42,951,2024-11-27T08:14:37+00:00
192.168.1.42,1155,2024-11-27T08:18:47+00:00
192.168.1.42,1689,2024-11-27T08:18:56+00:00
192.168.1.42,245,2024-11-27T08:21:09+00:00
192.168.1.42,1060,2024-11-27T08:39:15+00:00
192.168.1.42,1634,2024-11-27T08:57:08+00:00
192.168.1.42,244,2024-11-27T09:09:38+00:00
192.168.1.42,1106,2024-11-27T12:24:43+00:00
192.168.1.42,162,2024-11-27T13:37:56+00:00
192.168.1.42,528,2024-11-27T13:47:24+00:00
192.168.1.42,1689,2024-11-27T15:39:40+00:00
192.168.1.42,1155,2024-11-27T16:00:08+00:00
192.168.1.42,1086,2024-11-27T16:00:16+00:00
192.168.1.42,933,2024-11-27T16:00:55+00:00
192.168.1.42,173,2024-11-27T16:01:15+00:00
192.168.1.42,1634,2024-11-27T16:01:30+00:00
192.168.1.42,1249,2024-11-27T16:14:46+00:00
192.168.1.42,951,2024-11-27T16:16:34+00:00
192.168.1.42,1462,2024-11-27T16:16:42+00:00
192.168.1.42,244,2024-11-27T17:16:29+00:00
192.168.1.42,1616,2024-11-27T18:06:09+00:00
192.168.1.42,528,2024-11-27T20:08:25+00:00
192.168.1.42,1060,2024-11-28T07:20:27+00:00
192.168.1.42,1662,2024-11-28T07:25:44+00:00
192.168.1.42,1271,2024-11-28T07:30:58+00:00
192.168.1.42,933,2024-11-28T07:48:47+00:00
192.168.1.42,1616,2024-11-28T07:55:43+00:00
192.168.1.42,1462,2024-11-28T07:56:18+00:00
192.168.1.42,173,2024-11-28T08:00:24+00:00
192.168.1.42,1155,2024-11-28T08:06:56+00:00
192.168.1.42,1086,2024-11-28T08:07:02+00:00
192.168.1.42,1188,2024-11-28T08:13:15+00:00
192.168.1.42,951,2024-11-28T08:28:14+00:00
192.168.1.42,1689,2024-11-28T08:33:30+00:00
192.168.1.42,1634,2024-11-28T09:05:03+00:00
192.168.1.42,106,2024-11-28T09:29:36+00:00
192.168.1.42,528,2024-11-28T13:30:30+00:00
192.168.1.42,1689,2024-11-28T15:33:47+00:00
192.168.1.42,1662,2024-11-28T16:01:30+00:00
192.168.1.42,1155,2024-11-28T16:02:00+00:00
192.168.1.42,1086,2024-11-28T16:02:03+00:00
192.168.1.42,933,2024-11-28T16:03:51+00:00
192.168.1.42,173,2024-11-28T16:04:16+00:00
192.168.1.42,1188,2024-11-28T16:04:28+00:00
192.168.1.42,1634,2024-11-28T16:04:52+00:00
192.168.1.42,1271,2024-11-28T16:06:05+00:00
192.168.1.42,1060,2024-11-28T16:06:26+00:00
192.168.1.42,1249,2024-11-28T16:14:21+00:00
192.168.1.42,244,2024-11-28T17:20:27+00:00
192.168.1.42,1616,2024-11-28T18:11:58+00:00
192.168.1.42,528,2024-11-28T20:00:26+00:00
192.168.1.42,1060,2024-11-29T07:04:52+00:00
192.168.1.42,244,2024-11-29T07:05:02+00:00
192.168.1.42,1249,2024-11-29T07:08:10+00:00
192.168.1.42,1271,2024-11-29T07:11:57+00:00
192.168.1.42,1662,2024-11-29T07:19:55+00:00
192.168.1.42,933,2024-11-29T07:22:00+00:00
192.168.1.42,1188,2024-11-29T07:45:04+00:00
192.168.1.42,1462,2024-11-29T07:53:30+00:00
192.168.1.42,1462,2024-11-29T07:53:32+00:00
192.168.1.42,951,2024-11-29T08:01:08+00:00
192.168.1.42,245,2024-11-29T08:03:54+00:00
192.168.1.42,1155,2024-11-29T08:07:19+00:00
192.168.1.42,1086,2024-11-29T08:07:21+00:00
192.168.1.42,173,2024-11-29T08:07:37+00:00
192.168.1.42,1616,2024-11-29T08:26:55+00:00
192.168.1.42,1689,2024-11-29T08:30:12+00:00
192.168.1.42,1634,2024-11-29T08:46:56+00:00
192.168.1.42,106,2024-11-29T09:23:53+00:00
192.168.1.42,162,2024-11-29T13:28:27+00:00
192.168.1.42,528,2024-11-29T14:13:45+00:00
192.168.1.42,1689,2024-11-29T15:39:52+00:00
192.168.1.42,1634,2024-11-29T16:00:20+00:00
192.168.1.42,1155,2024-11-29T16:05:11+00:00
192.168.1.42,1086,2024-11-29T16:05:17+00:00
192.168.1.42,933,2024-11-29T16:23:09+00:00
192.168.1.42,1188,2024-11-29T16:23:18+00:00
192.168.1.42,244,2024-11-29T17:30:40+00:00
192.168.1.42,1616,2024-11-29T18:40:40+00:00
192.168.1.42,528,2024-11-29T19:55:51+00:00
192.168.1.42,933,2024-11-30T07:20:29+00:00
192.168.1.42,1271,2024-11-30T07:28:03+00:00
192.168.1.42,1662,2024-11-30T07:28:33+00:00
192.168.1.42,1155,2024-11-30T08:10:02+00:00
192.168.1.42,1476,2024-11-30T08:13:48+00:00
192.168.1.42,1616,2024-11-30T08:31:00+00:00
192.168.1.42,244,2024-11-30T08:43:56+00:00
192.168.1.42,1634,2024-11-30T09:02:10+00:00
192.168.1.42,1689,2024-11-30T09:09:08+00:00
192.168.1.42,528,2024-11-30T11:30:06+00:00
192.168.1.42,1634,2024-11-30T14:00:17+00:00
192.168.1.42,1476,2024-11-30T14:06:19+00:00
192.168.1.42,1155,2024-11-30T14:08:49+00:00
192.168.1.42,1689,2024-11-30T15:58:28+00:00
192.168.1.42,13,2024-11-30T16:10:33+00:00
192.168.1.42,244,2024-11-30T16:26:51+00:00
192.168.1.42,1616,2024-11-30T17:02:35+00:00
192.168.1.42,528,2024-11-30T20:15:36+00:00
192.168.1.42,1662,2024-12-02T07:23:59+00:00
192.168.1.42,173,2024-12-02T07:24:05+00:00
192.168.1.42,933,2024-12-02T07:24:11+00:00
192.168.1.42,1271,2024-12-02T07:47:21+00:00
192.168.1.42,1462,2024-12-02T07:51:45+00:00
192.168.1.42,1155,2024-12-02T08:04:07+00:00
192.168.1.42,1060,2024-12-02T08:04:30+00:00
192.168.1.42,1086,2024-12-02T08:05:58+00:00
192.168.1.42,1188,2024-12-02T08:12:01+00:00
192.168.1.42,245,2024-12-02T08:22:45+00:00
192.168.1.42,951,2024-12-02T08:23:23+00:00
192.168.1.42,1689,2024-12-02T08:29:21+00:00
192.168.1.42,1634,2024-12-02T08:43:45+00:00
192.168.1.42,1616,2024-12-02T08:44:19+00:00
192.168.1.42,244,2024-12-02T09:12:19+00:00
192.168.1.42,106,2024-12-02T09:28:12+00:00
192.168.1.42,528,2024-12-02T11:28:08+00:00
192.168.1.42,1106,2024-12-02T12:17:06+00:00
192.168.1.42,13,2024-12-02T14:17:20+00:00
192.168.1.42,1689,2024-12-02T15:59:57+00:00
192.168.1.42,1634,2024-12-02T16:00:03+00:00
192.168.1.42,933,2024-12-02T16:00:12+00:00
192.168.1.42,173,2024-12-02T16:01:06+00:00
192.168.1.42,1060,2024-12-02T16:02:06+00:00
192.168.1.42,1155,2024-12-02T16:04:08+00:00
192.168.1.42,1188,2024-12-02T16:04:19+00:00
192.168.1.42,1086,2024-12-02T16:04:30+00:00
192.168.1.42,951,2024-12-02T16:18:46+00:00
192.168.1.42,106,2024-12-02T17:08:41+00:00
192.168.1.42,244,2024-12-02T17:19:13+00:00
192.168.1.42,1616,2024-12-02T18:14:20+00:00
192.168.1.42,528,2024-12-02T20:11:58+00:00
192.168.1.42,173,2024-12-03T07:17:45+00:00
192.168.1.42,1662,2024-12-03T07:23:52+00:00
192.168.1.42,933,2024-12-03T07:35:10+00:00
192.168.1.42,1462,2024-12-03T07:50:43+00:00
192.168.1.42,1060,2024-12-03T08:00:20+00:00
192.168.1.42,1155,2024-12-03T08:00:45+00:00
192.168.1.42,1271,2024-12-03T08:03:37+00:00
192.168.1.42,1086,2024-12-03T08:09:04+00:00
192.168.1.42,1188,2024-12-03T08:20:37+00:00
192.168.1.42,245,2024-12-03T08:20:45+00:00
192.168.1.42,951,2024-12-03T08:20:53+00:00
192.168.1.42,1689,2024-12-03T08:31:00+00:00
192.168.1.42,1634,2024-12-03T08:54:11+00:00
192.168.1.42,106,2024-12-03T09:07:01+00:00
192.168.1.42,244,2024-12-03T09:16:34+00:00
192.168.1.42,1106,2024-12-03T12:26:14+00:00
192.168.1.42,162,2024-12-03T13:25:26+00:00
192.168.1.42,528,2024-12-03T14:03:46+00:00
192.168.1.42,13,2024-12-03T14:41:02+00:00
192.168.1.42,1689,2024-12-03T15:40:55+00:00
192.168.1.42,1155,2024-12-03T16:00:24+00:00
192.168.1.42,1634,2024-12-03T16:00:39+00:00
192.168.1.42,1086,2024-12-03T16:00:45+00:00
192.168.1.42,173,2024-12-03T16:01:48+00:00
192.168.1.42,933,2024-12-03T16:01:58+00:00
192.168.1.42,1249,2024-12-03T16:43:38+00:00
192.168.1.42,951,2024-12-03T16:43:43+00:00
192.168.1.42,244,2024-12-03T17:25:10+00:00
192.168.1.42,528,2024-12-03T20:15:16+00:00
192.168.1.42,1106,2024-12-03T20:15:26+00:00
192.168.1.42,173,2024-12-04T07:16:16+00:00
192.168.1.42,1060,2024-12-04T07:16:22+00:00
192.168.1.42,1662,2024-12-04T07:33:53+00:00
192.168.1.42,1188,2024-12-04T07:46:17+00:00
192.168.1.42,1462,2024-12-04T07:56:24+00:00
192.168.1.42,1155,2024-12-04T08:06:26+00:00
192.168.1.42,1086,2024-12-04T08:06:32+00:00
192.168.1.42,933,2024-12-04T08:07:14+00:00
192.168.1.42,245,2024-12-04T08:20:24+00:00
192.168.1.42,1271,2024-12-04T08:22:23+00:00
192.168.1.42,1616,2024-12-04T08:24:11+00:00
192.168.1.42,951,2024-12-04T08:24:40+00:00
192.168.1.42,1689,2024-12-04T08:42:41+00:00
192.168.1.42,1634,2024-12-04T08:49:17+00:00
192.168.1.42,244,2024-12-04T09:09:52+00:00
192.168.1.42,106,2024-12-04T09:33:56+00:00
192.168.1.42,1106,2024-12-04T12:21:20+00:00
192.168.1.42,162,2024-12-04T13:10:16+00:00
192.168.1.42,528,2024-12-04T14:04:26+00:00
192.168.1.42,13,2024-12-04T14:30:31+00:00
192.168.1.42,1086,2024-12-04T16:02:14+00:00
192.168.1.42,1155,2024-12-04T16:02:22+00:00
192.168.1.42,1060,2024-12-04T16:02:43+00:00
192.168.1.42,1689,2024-12-04T16:07:41+00:00
192.168.1.42,1634,2024-12-04T16:07:56+00:00
192.168.1.42,173,2024-12-04T16:10:06+00:00
192.168.1.42,933,2024-12-04T16:10:09+00:00
192.168.1.42,1188,2024-12-04T16:10:13+00:00
192.168.1.42,1249,2024-12-04T16:14:40+00:00
192.168.1.42,1462,2024-12-04T16:14:53+00:00
192.168.1.42,244,2024-12-04T17:18:04+00:00
192.168.1.42,1616,2024-12-04T17:19:11+00:00
192.168.1.42,951,2024-12-04T17:26:16+00:00
192.168.1.42,528,2024-12-04T21:24:45+00:00
192.168.1.42,1106,2024-12-04T21:24:58+00:00
192.168.1.42,933,2024-12-05T07:08:09+00:00
192.168.1.42,1060,2024-12-05T07:16:28+00:00
192.168.1.42,1271,2024-12-05T07:19:58+00:00
192.168.1.42,1662,2024-12-05T07:21:21+00:00
192.168.1.42,1086,2024-12-05T07:51:53+00:00
192.168.1.42,1188,2024-12-05T07:54:25+00:00
192.168.1.42,1462,2024-12-05T07:54:29+00:00
192.168.1.42,1155,2024-12-05T08:04:47+00:00
192.168.1.42,245,2024-12-05T08:17:10+00:00
192.168.1.42,1616,2024-12-05T08:23:52+00:00
192.168.1.42,951,2024-12-05T08:28:10+00:00
192.168.1.42,1689,2024-12-05T08:35:13+00:00
192.168.1.42,1634,2024-12-05T09:01:29+00:00
192.168.1.42,244,2024-12-05T09:08:38+00:00
192.168.1.42,106,2024-12-05T09:30:10+00:00
192.168.1.42,1106,2024-12-05T12:08:56+00:00
192.168.1.42,528,2024-12-05T13:48:14+00:00
192.168.1.42,162,2024-12-05T14:01:15+00:00
192.168.1.42,13,2024-12-05T14:46:49+00:00
192.168.1.42,1689,2024-12-05T15:36:47+00:00
192.168.1.42,1634,2024-12-05T16:00:36+00:00
192.168.1.42,1155,2024-12-05T16:01:32+00:00
192.168.1.42,1086,2024-12-05T16:02:16+00:00
192.168.1.42,1060,2024-12-05T16:09:51+00:00
192.168.1.42,933,2024-12-05T16:13:16+00:00
192.168.1.42,951,2024-12-05T16:28:10+00:00
192.168.1.42,106,2024-12-05T17:03:46+00:00
192.168.1.42,244,2024-12-05T17:20:26+00:00
192.168.1.42,1616,2024-12-05T17:55:11+00:00
192.168.1.42,1106,2024-12-05T20:25:42+00:00
192.168.1.42,528,2024-12-05T20:31:01+00:00
192.168.1.42,162,2024-12-05T20:31:11+00:00
192.168.1.42,1060,2024-12-06T07:16:06+00:00
192.168.1.42,1271,2024-12-06T07:17:48+00:00
192.168.1.42,933,2024-12-06T07:27:15+00:00
192.168.1.42,1188,2024-12-06T07:49:32+00:00
192.168.1.42,1462,2024-12-06T07:49:52+00:00
192.168.1.42,951,2024-12-06T07:50:41+00:00
192.168.1.42,1086,2024-12-06T07:52:53+00:00
192.168.1.42,1155,2024-12-06T07:57:58+00:00
192.168.1.42,173,2024-12-06T08:06:16+00:00
192.168.1.42,1689,2024-12-06T08:23:52+00:00
192.168.1.42,1616,2024-12-06T08:24:23+00:00
192.168.1.42,1634,2024-12-06T08:52:07+00:00
192.168.1.42,106,2024-12-06T08:55:20+00:00
192.168.1.42,244,2024-12-06T09:17:14+00:00
